idSanremo,annoSanremo,periodoSanremo,sede,presentatore,partecipanti,vincitore,cantanteID,cantante,posizione,canzone,canzoneID,tipo,durata,popolarità,autori,urlAlbum,partecipazioni,vittorie,numero_autori,cantante_autore,Sesso
1,1951,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,3,Nilla Pizzi,3,Duo Fasano,NF,Sei fatta per me,18,Non Solista,,,Guido Quattrini,,5,,1,0,Gruppo
1,1951,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,3,Nilla Pizzi,3,Duo Fasano,NF,Sorrentinella,19,Solista,,,Arrigo Giacomo Camosso,,5,,1,0,Gruppo
1,1951,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,3,Nilla Pizzi,1,Nilla Pizzi,NF,Tutto è finito,20,Solista,,,Otello Odorici,,6,,1,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,1º,Vola Colomba,21,Solista,,,"B. Cherubini,C. Concina",,6,2.0,2,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,2º,Papaveri e papere,22,Solista,2.94355,33.0,"N. Rastelli,M. Panzeri,V. Mascheroni",https://i.scdn.co/image/ab67616d0000b273e0667bbe7a439becf11ab1eb,6,,3,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,3º,Una donna prega,23,Solista,4.42731666666667,1.0,"Pinchi,V. Panzuti",https://i.scdn.co/image/ab67616d0000b27343488440342e819b9c493bd8,6,,2,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,4,Oscar Carboni,4º,Madonna delle rose,24,Solista,3.31933333333333,13.0,"G. Fiorelli,M. Ruccione",https://i.scdn.co/image/ab67616d0000b2735401622cf2d05b20233daeb0,1,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,5,Gino Latilla,5º,Un disco dall'Italia,25,Solista,2.04531666666667,0.0,"N. Salerno,G. D'Anzi",https://i.scdn.co/image/ab67616d0000b273b9247606273a3e20203b5b71,8,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,5,Gino Latilla,6º,L'attesa,26,Solista,4.35806666666667,18.0,"Biri,N. Ravasini",https://i.scdn.co/image/ab67616d0000b273052f11dd63d94080928711fa,8,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,4,Oscar Carboni,7º,Perché le donne belle,27,Solista,1.7691,0.0,"A. Sopranzi,G. Fassino",https://i.scdn.co/image/ab67616d0000b2735e813a4c1576723878e0bba7,1,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,2,Achille Togliani,8º,Vecchie mura,28,Solista,3.44755,0.0,"Filibello,P. E. Bassi",https://i.scdn.co/image/ab67616d0000b273a7ebce0adcd0c18d2703965a,7,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,2,Achille Togliani,9º,Libro di novelle,29,Solista,3.48066666666667,0.0,"L. Citi,M. Casini",https://i.scdn.co/image/ab67616d0000b273a7ebce0adcd0c18d2703965a,7,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,10º,Nel regno dei sogni,30,Non Solista,3.30443333333333,5.0,"A. Papetti,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b27380dd5a807c8303510c5f05b8,6,,2,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,2,Achille Togliani,10º,Nel regno dei sogni,30,Non Solista,3.30443333333333,5.0,"A. Papetti,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b27380dd5a807c8303510c5f05b8,7,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,3,Duo Fasano,NF,Al ritmo della carrozzella,31,Solista,2.9048,0.0,"E. L. Poletto,P. Pavesio",https://i.scdn.co/image/ab67616d0000b27314129c2b86f8e8c7caa8a8e9,5,,2,0,Gruppo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,NF,Buonanotte (Ai bimbi del mondo),32,Non Solista,3.40113333333333,0.0,"E. Minoretti,A. Zara",https://i.scdn.co/image/ab67616d0000b27330450cc29c0cb5e527ab43bc,6,,2,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,3,Duo Fasano,NF,Buonanotte (Ai bimbi del mondo),32,Non Solista,3.40113333333333,0.0,"E. Minoretti,A. Zara",https://i.scdn.co/image/ab67616d0000b27330450cc29c0cb5e527ab43bc,5,,2,0,Gruppo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,4,Oscar Carboni,NF,Cantate e sorridete,33,Solista,2.80976666666667,0.0,"G. C. Testoni,F. Fabor,C. Donida",https://i.scdn.co/image/ab67616d0000b2736d9f068e45bf203435c9b832,1,,3,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,3,Duo Fasano,NF,Due gattini,34,Solista,3.55355,1.0,"T. Giacobetti,G. Kramer,Trinacria",https://i.scdn.co/image/ab67616d0000b2737ad2db0dd9818387dd782fb5,5,,3,0,Gruppo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,NF,Il valzer di Nonna Speranza,35,Non Solista,3.52043333333333,0.0,"G. C. Testoni,S. Seracini",https://i.scdn.co/image/ab67616d0000b2731b38698435617b187bf7342a,6,,2,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,3,Duo Fasano,NF,Il valzer di Nonna Speranza,35,Non Solista,3.52043333333333,0.0,"G. C. Testoni,S. Seracini",https://i.scdn.co/image/ab67616d0000b2731b38698435617b187bf7342a,5,,2,0,Gruppo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,2,Achille Togliani,NF,La collanina,36,Solista,4.9251,58.0,"G. C. Testoni,D. Olivieri",https://i.scdn.co/image/ab67616d0000b2738f4aad012cd312d2bcd77bf3,7,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,5,Gino Latilla,NF,Malinconica tarantella,37,Solista,3.47955,0.0,"G. C. Testoni,E. Ceragioli",https://i.scdn.co/image/ab67616d0000b2736d9f068e45bf203435c9b832,8,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,1,Nilla Pizzi,NF,Ninna nanna ai sogni perduti,38,Solista,3.72351666666667,0.0,"P. E. Bassi,M. Panzeri,G. C. Testoni",https://i.scdn.co/image/ab67616d0000b273a1adc4db387ddf8b667e290e,6,,3,0,Donna
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,5,Gino Latilla,NF,Pura fantasia,39,Solista,3.79868333333333,33.0,"Aminta,A. Fragna",https://i.scdn.co/image/ab67616d0000b27334481981258a4ea645f5ed87,8,,2,0,Uomo
2,1952,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,5,Nilla Pizzi,3,Duo Fasano,NF,Vecchio tram,40,Solista,2.68083333333333,42.0,G. L. Callegari,https://i.scdn.co/image/ab67616d0000b27388ed463b5200a51579e60e3f,5,,1,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,6,Carla Boni,1º,Viale d'autunno,41,Non Solista,,,G. D'Anzi,,5,1.0,1,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,7,Flo Sandon's,1º,Viale d'autunno,41,Non Solista,,,G. D'Anzi,,6,1.0,1,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,1,Nilla Pizzi,2º,Campanaro,42,Non Solista,4.01888333333333,4.0,"B. Cherubini,C. Concina",https://i.scdn.co/image/ab67616d0000b2730900689fd800b02eaa2dc46b,6,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,8,Doppio Quintetto Vocale,2º,Campanaro,42,Non Solista,4.01888333333333,4.0,"B. Cherubini,C. Concina",https://i.scdn.co/image/ab67616d0000b2730900689fd800b02eaa2dc46b,1,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,2º,Campanaro,42,Non Solista,4.01888333333333,4.0,"B. Cherubini,C. Concina",https://i.scdn.co/image/ab67616d0000b2730900689fd800b02eaa2dc46b,4,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,10,Quartetto Stars,2º,Campanaro,42,Non Solista,4.01888333333333,4.0,"B. Cherubini,C. Concina",https://i.scdn.co/image/ab67616d0000b2730900689fd800b02eaa2dc46b,1,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,2,Achille Togliani,3º,Lasciami cantare una canzone,43,Non Solista,3.44895,20.0,"M. Cozzoli,C. A. Bixio",https://i.scdn.co/image/ab67616d0000b27305045a074718b94aec202756,7,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,3º,Lasciami cantare una canzone,43,Non Solista,3.44895,20.0,"M. Cozzoli,C. A. Bixio",https://i.scdn.co/image/ab67616d0000b27305045a074718b94aec202756,4,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,5,Gino Latilla,3º,Vecchio scarpone,44,Non Solista,3.03325,26.0,"Calibi,Pinchi,C. Donida",https://i.scdn.co/image/ab67616d0000b273ee46e283ec669ff27463ec82,8,,3,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,8,Doppio Quintetto Vocale,3º,Vecchio scarpone,44,Non Solista,3.03325,26.0,"Calibi,Pinchi,C. Donida",https://i.scdn.co/image/ab67616d0000b273ee46e283ec669ff27463ec82,1,,3,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,11,Giorgio Consolini,3º,Vecchio scarpone,44,Non Solista,3.03325,26.0,"Calibi,Pinchi,C. Donida",https://i.scdn.co/image/ab67616d0000b273ee46e283ec669ff27463ec82,6,,3,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,5,Gino Latilla,5º,Vecchia villa comunale,45,Non Solista,3.94866666666667,0.0,"R. Ruocco,N. Oliviero",https://i.scdn.co/image/ab67616d0000b2734c3955acf532a735b27a3b0d,8,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,11,Giorgio Consolini,5º,Vecchia villa comunale,45,Non Solista,3.94866666666667,0.0,"R. Ruocco,N. Oliviero",https://i.scdn.co/image/ab67616d0000b2734c3955acf532a735b27a3b0d,6,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,2,Achille Togliani,6º,No Pierrot,46,Non Solista,3.66148333333333,0.0,"A. Costanzo,R. Salani",https://i.scdn.co/image/ab67616d0000b2739f58a2225cf6604a361daa15,7,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,12,Katyna Ranieri,6º,No Pierrot,46,Non Solista,3.66148333333333,0.0,"A. Costanzo,R. Salani",https://i.scdn.co/image/ab67616d0000b2739f58a2225cf6604a361daa15,2,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,6,Carla Boni,7º,Il passerotto,47,Non Solista,2.71243333333333,3.0,"E. Di Lazzaro,D. Valentini",https://i.scdn.co/image/ab67616d0000b273fe1ca72dd3daadeb0a4d776c,5,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,10,Quartetto Stars,7º,Il passerotto,47,Non Solista,2.71243333333333,3.0,"E. Di Lazzaro,D. Valentini",https://i.scdn.co/image/ab67616d0000b273fe1ca72dd3daadeb0a4d776c,1,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,1,Nilla Pizzi,8º,Sussurrando buonanotte,48,Non Solista,3.78293333333333,0.0,"Danpa,B. Pallesi,V. Panzuti",https://i.scdn.co/image/ab67616d0000b273406520a2da03e32ba866c097,6,,3,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,8,Doppio Quintetto Vocale,8º,Sussurrando buonanotte,48,Non Solista,3.78293333333333,0.0,"Danpa,B. Pallesi,V. Panzuti",https://i.scdn.co/image/ab67616d0000b273406520a2da03e32ba866c097,1,,3,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,8º,Sussurrando buonanotte,48,Non Solista,3.78293333333333,0.0,"Danpa,B. Pallesi,V. Panzuti",https://i.scdn.co/image/ab67616d0000b273406520a2da03e32ba866c097,4,,3,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,10,Quartetto Stars,8º,Sussurrando buonanotte,48,Non Solista,3.78293333333333,0.0,"Danpa,B. Pallesi,V. Panzuti",https://i.scdn.co/image/ab67616d0000b273406520a2da03e32ba866c097,1,,3,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,5,Gino Latilla,9º,Tamburino del reggimento,49,Non Solista,2.86761666666667,3.0,Deani,https://i.scdn.co/image/ab67616d0000b273f14345a88d56eee0d5293ccb,8,,1,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,8,Doppio Quintetto Vocale,9º,Tamburino del reggimento,49,Non Solista,2.86761666666667,3.0,Deani,https://i.scdn.co/image/ab67616d0000b273f14345a88d56eee0d5293ccb,1,,1,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,11,Giorgio Consolini,9º,Tamburino del reggimento,49,Non Solista,2.86761666666667,3.0,Deani,https://i.scdn.co/image/ab67616d0000b273f14345a88d56eee0d5293ccb,6,,1,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,1,Nilla Pizzi,10º,Papà Pacifico,50,Non Solista,2.87171666666667,0.0,"N. Rastelli,A. Fragna",https://i.scdn.co/image/ab67616d0000b273c7de7fc1ddfa416ff484a46c,6,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,8,Doppio Quintetto Vocale,10º,Papà Pacifico,50,Non Solista,2.87171666666667,0.0,"N. Rastelli,A. Fragna",https://i.scdn.co/image/ab67616d0000b273c7de7fc1ddfa416ff484a46c,1,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,10º,Papà Pacifico,50,Non Solista,2.87171666666667,0.0,"N. Rastelli,A. Fragna",https://i.scdn.co/image/ab67616d0000b273c7de7fc1ddfa416ff484a46c,4,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,10,Quartetto Stars,10º,Papà Pacifico,50,Non Solista,2.87171666666667,0.0,"N. Rastelli,A. Fragna",https://i.scdn.co/image/ab67616d0000b273c7de7fc1ddfa416ff484a46c,1,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,6,Carla Boni,NF,Acque amare,51,Non Solista,3.4168,20.0,"N. Salerno,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b273287e559f99792a538f152ea6,5,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,12,Katyna Ranieri,NF,Acque amare,51,Non Solista,3.4168,20.0,"N. Salerno,C. A. Rossi",https://i.scdn.co/image/ab67616d0000b273287e559f99792a538f152ea6,2,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,6,Carla Boni,NF,Buona sera,52,Non Solista,2.62666666666667,46.0,"M. Evangelisti Tumminelli,C. Di Ceglie",https://i.scdn.co/image/ab67616d0000b273d7d2cf290e60b8b4a21bd814,5,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,7,Flo Sandon's,NF,Buona sera,52,Non Solista,2.62666666666667,46.0,"M. Evangelisti Tumminelli,C. Di Ceglie",https://i.scdn.co/image/ab67616d0000b273d7d2cf290e60b8b4a21bd814,6,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,1,Nilla Pizzi,NF,Canto della solitudine,53,Non Solista,2.82121666666667,0.0,"E. Bonagura,G. Redi",https://i.scdn.co/image/ab67616d0000b2737adca09c2a8124b1b162b9bd,6,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,NF,Canto della solitudine,53,Non Solista,2.82121666666667,0.0,"E. Bonagura,G. Redi",https://i.scdn.co/image/ab67616d0000b2737adca09c2a8124b1b162b9bd,4,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,12,Katyna Ranieri,NF,Domandatelo,54,Non Solista,2.5,3.0,"V. Baselice,G. Fiorelli",https://i.scdn.co/image/ab67616d0000b2737e9c861e1bf00fd5c4a45b21,2,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,2,Achille Togliani,NF,Domandatelo,54,Non Solista,2.5,3.0,"V. Baselice,G. Fiorelli",https://i.scdn.co/image/ab67616d0000b2737e9c861e1bf00fd5c4a45b21,7,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,5,Gino Latilla,NF,Innamorami,55,Non Solista,1.0,0.0,"M. Ruccione,E. Ceragioli,U. Bertini",https://i.scdn.co/image/ab67616d0000b273ab8e7b6a9ac5730a6b675972,8,,3,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,9,Teddy Reno,NF,Innamorami,55,Non Solista,1.0,0.0,"M. Ruccione,E. Ceragioli,U. Bertini",https://i.scdn.co/image/ab67616d0000b273ab8e7b6a9ac5730a6b675972,4,,3,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,2,Achille Togliani,NF,La mamma che piange di più,56,Non Solista,3.49243333333333,0.0,"G. Pisano,F. Rendine",https://i.scdn.co/image/ab67616d0000b273f367e64244a07abc2e3fb254,7,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,11,Giorgio Consolini,NF,La mamma che piange di più,56,Non Solista,3.49243333333333,0.0,"G. Pisano,F. Rendine",https://i.scdn.co/image/ab67616d0000b273f367e64244a07abc2e3fb254,6,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,2,Achille Togliani,NF,La pianola stonata,57,Non Solista,3.20555,0.0,"M. Gigante,E. De Mura",https://i.scdn.co/image/ab67616d0000b273f367e64244a07abc2e3fb254,7,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,12,Katyna Ranieri,NF,La pianola stonata,57,Non Solista,3.20555,0.0,"M. Gigante,E. De Mura",https://i.scdn.co/image/ab67616d0000b273f367e64244a07abc2e3fb254,2,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,1,Nilla Pizzi,NF,L'altra,58,Non Solista,2.11176666666667,67.0,"V. Mascheroni,Biri",https://i.scdn.co/image/ab67616d0000b273dbc892b8194e35ca3524e767,6,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,7,Flo Sandon's,NF,L'altra,58,Non Solista,2.11176666666667,67.0,"V. Mascheroni,Biri",https://i.scdn.co/image/ab67616d0000b273dbc892b8194e35ca3524e767,6,,2,0,Gruppo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,5,Gino Latilla,NF,Povero amico mio,59,Non Solista,3.51755,2.0,"M. Rivi,C. Innocenzi",https://i.scdn.co/image/ab67616d0000b273d9511574d69493c0ed37778c,8,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,11,Giorgio Consolini,NF,Povero amico mio,59,Non Solista,3.51755,2.0,"M. Rivi,C. Innocenzi",https://i.scdn.co/image/ab67616d0000b273d9511574d69493c0ed37778c,6,,2,0,Uomo
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,6,Carla Boni,NF,Qualcuno cammina,60,Non Solista,3.445,2.0,"N. Rastelli,N. Casiroli",https://i.scdn.co/image/ab67616d0000b273c60b693aef270790927ca5e8,5,,2,0,Donna
3,1953,29-31 gennaio,Casinò di Sanremo,Nunzio Filogamo,10,Carla Boni,7,Flo Sandon's,NF,Qualcuno cammina,60,Non Solista,3.445,2.0,"N. Rastelli,N. Casiroli",https://i.scdn.co/image/ab67616d0000b273c60b693aef270790927ca5e8,6,,2,0,Gruppo
4,1954,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,11,Giorgio Consolini,1º,Tutte le mamme,61,Non Solista,,,"U. Bertini,E. Falcocchio",,6,1.0,2,0,Uomo
4,1954,28-30 gennaio,Casinò di Sanremo,Nunzio Filogamo,12,Gino Latilla,5,Gino Latilla,1º,Tutte le mamme,61,Non Solista,,,"U. Bertini,E. Falcocchio",,8,1.0,2,0,Uomo
